county,precinct,office,district,party,candidate,votes,absentee,early_votes,election_day
Orange,39378,U.S. House,48,DEM,HARLEY ROUDA,589,433,3,153
Orange,39378,U.S. House,48,REP,DANA ROHRABACHER,566,434,1,131
Orange,42101,U.S. House,48,DEM,HARLEY ROUDA,0,0,0,0
Orange,42101,U.S. House,48,REP,DANA ROHRABACHER,0,0,0,0
Orange,42102,U.S. House,48,DEM,HARLEY ROUDA,0,0,0,0
Orange,42102,U.S. House,48,REP,DANA ROHRABACHER,0,0,0,0
Orange,42103,U.S. House,48,DEM,HARLEY ROUDA,0,0,0,0
Orange,42103,U.S. House,48,REP,DANA ROHRABACHER,0,0,0,0
Orange,42110,U.S. House,48,DEM,HARLEY ROUDA,0,0,0,0
Orange,42110,U.S. House,48,REP,DANA ROHRABACHER,0,0,0,0
Orange,43120,U.S. House,48,DEM,HARLEY ROUDA,0,0,0,0
Orange,43120,U.S. House,48,REP,DANA ROHRABACHER,0,0,0,0
Orange,43123,U.S. House,48,DEM,HARLEY ROUDA,0,0,0,0
Orange,43123,U.S. House,48,REP,DANA ROHRABACHER,0,0,0,0
Orange,43125,U.S. House,48,DEM,HARLEY ROUDA,0,0,0,0
Orange,43125,U.S. House,48,REP,DANA ROHRABACHER,0,0,0,0
Orange,43128,U.S. House,48,DEM,HARLEY ROUDA,0,0,0,0
Orange,43128,U.S. House,48,REP,DANA ROHRABACHER,0,0,0,0
Orange,43129,U.S. House,48,DEM,HARLEY ROUDA,0,0,0,0
Orange,43129,U.S. House,48,REP,DANA ROHRABACHER,0,0,0,0
Orange,43132,U.S. House,48,DEM,HARLEY ROUDA,242,161,2,79
Orange,43132,U.S. House,48,REP,DANA ROHRABACHER,375,227,3,145
Orange,43133,U.S. House,48,DEM,HARLEY ROUDA,0,0,0,0
Orange,43133,U.S. House,48,REP,DANA ROHRABACHER,0,0,0,0
Orange,43134,U.S. House,48,DEM,HARLEY ROUDA,0,0,0,0
Orange,43134,U.S. House,48,REP,DANA ROHRABACHER,0,0,0,0
Orange,44111,U.S. House,48,DEM,HARLEY ROUDA,334,191,4,139
Orange,44111,U.S. House,48,REP,DANA ROHRABACHER,144,91,2,51
Orange,44113,U.S. House,48,DEM,HARLEY ROUDA,245,141,1,103
Orange,44113,U.S. House,48,REP,DANA ROHRABACHER,340,221,2,117
Orange,44114,U.S. House,48,DEM,HARLEY ROUDA,1,1,0,0
Orange,44114,U.S. House,48,REP,DANA ROHRABACHER,0,0,0,0
Orange,44116,U.S. House,48,DEM,HARLEY ROUDA,1345,915,24,406
Orange,44116,U.S. House,48,REP,DANA ROHRABACHER,753,489,6,258
Orange,44123,U.S. House,48,DEM,HARLEY ROUDA,2,2,0,0
Orange,44123,U.S. House,48,REP,DANA ROHRABACHER,0,0,0,0
Orange,44125,U.S. House,48,DEM,HARLEY ROUDA,412,285,5,122
Orange,44125,U.S. House,48,REP,DANA ROHRABACHER,230,156,4,70
Orange,44126,U.S. House,48,DEM,HARLEY ROUDA,361,205,6,150
Orange,44126,U.S. House,48,REP,DANA ROHRABACHER,163,92,2,69
Orange,44130,U.S. House,48,DEM,HARLEY ROUDA,785,554,6,225
Orange,44130,U.S. House,48,REP,DANA ROHRABACHER,407,268,2,137
Orange,44138,U.S. House,48,DEM,HARLEY ROUDA,1163,754,13,396
Orange,44138,U.S. House,48,REP,DANA ROHRABACHER,399,276,6,117
Orange,44140,U.S. House,48,DEM,HARLEY ROUDA,696,450,0,246
Orange,44140,U.S. House,48,REP,DANA ROHRABACHER,286,171,3,112
Orange,44142,U.S. House,48,DEM,HARLEY ROUDA,1132,811,19,302
Orange,44142,U.S. House,48,REP,DANA ROHRABACHER,619,425,6,188
Orange,44144,U.S. House,48,DEM,HARLEY ROUDA,644,405,4,235
Orange,44144,U.S. House,48,REP,DANA ROHRABACHER,223,132,2,89
Orange,44145,U.S. House,48,DEM,HARLEY ROUDA,954,669,6,279
Orange,44145,U.S. House,48,REP,DANA ROHRABACHER,459,316,2,141
Orange,44151,U.S. House,48,DEM,HARLEY ROUDA,0,0,0,0
Orange,44151,U.S. House,48,REP,DANA ROHRABACHER,0,0,0,0
Orange,44156,U.S. House,48,DEM,HARLEY ROUDA,0,0,0,0
Orange,44156,U.S. House,48,REP,DANA ROHRABACHER,0,0,0,0
Orange,44321,U.S. House,48,DEM,HARLEY ROUDA,170,118,2,50
Orange,44321,U.S. House,48,REP,DANA ROHRABACHER,105,66,1,38
Orange,45102,U.S. House,48,DEM,HARLEY ROUDA,622,434,4,184
Orange,45102,U.S. House,48,REP,DANA ROHRABACHER,480,319,4,157
Orange,45104,U.S. House,48,DEM,HARLEY ROUDA,635,401,21,213
Orange,45104,U.S. House,48,REP,DANA ROHRABACHER,370,235,8,127
Orange,45105,U.S. House,48,DEM,HARLEY ROUDA,883,627,26,230
Orange,45105,U.S. House,48,REP,DANA ROHRABACHER,522,353,12,157
Orange,45109,U.S. House,48,DEM,HARLEY ROUDA,530,340,17,173
Orange,45109,U.S. House,48,REP,DANA ROHRABACHER,343,200,5,138
Orange,45115,U.S. House,48,DEM,HARLEY ROUDA,592,411,14,167
Orange,45115,U.S. House,48,REP,DANA ROHRABACHER,361,238,8,115
Orange,45116,U.S. House,48,DEM,HARLEY ROUDA,884,636,10,238
Orange,45116,U.S. House,48,REP,DANA ROHRABACHER,687,451,4,232
Orange,45117,U.S. House,48,DEM,HARLEY ROUDA,918,607,22,289
Orange,45117,U.S. House,48,REP,DANA ROHRABACHER,647,417,9,221
Orange,45120,U.S. House,48,DEM,HARLEY ROUDA,592,398,19,175
Orange,45120,U.S. House,48,REP,DANA ROHRABACHER,478,333,4,141
Orange,45121,U.S. House,48,DEM,HARLEY ROUDA,809,542,18,249
Orange,45121,U.S. House,48,REP,DANA ROHRABACHER,559,389,5,165
Orange,45123,U.S. House,48,DEM,HARLEY ROUDA,536,361,17,158
Orange,45123,U.S. House,48,REP,DANA ROHRABACHER,272,161,5,106
Orange,45129,U.S. House,48,DEM,HARLEY ROUDA,582,380,11,191
Orange,45129,U.S. House,48,REP,DANA ROHRABACHER,390,262,5,123
Orange,45131,U.S. House,48,DEM,HARLEY ROUDA,601,403,5,193
Orange,45131,U.S. House,48,REP,DANA ROHRABACHER,533,354,5,174
Orange,45239,U.S. House,48,DEM,HARLEY ROUDA,274,187,4,83
Orange,45239,U.S. House,48,REP,DANA ROHRABACHER,207,115,2,90
Orange,45240,U.S. House,48,DEM,HARLEY ROUDA,471,301,5,165
Orange,45240,U.S. House,48,REP,DANA ROHRABACHER,347,213,6,128
Orange,45352,U.S. House,48,DEM,HARLEY ROUDA,378,251,10,117
Orange,45352,U.S. House,48,REP,DANA ROHRABACHER,231,170,4,57
Orange,45353,U.S. House,48,DEM,HARLEY ROUDA,308,223,5,80
Orange,45353,U.S. House,48,REP,DANA ROHRABACHER,178,126,2,50
Orange,45370,U.S. House,48,DEM,HARLEY ROUDA,0,0,0,0
Orange,45370,U.S. House,48,REP,DANA ROHRABACHER,0,0,0,0
Orange,45371,U.S. House,48,DEM,HARLEY ROUDA,315,219,3,93
Orange,45371,U.S. House,48,REP,DANA ROHRABACHER,151,117,1,33
Orange,45701,U.S. House,48,DEM,HARLEY ROUDA,816,569,15,232
Orange,45701,U.S. House,48,REP,DANA ROHRABACHER,603,381,3,219
Orange,51063,U.S. House,48,DEM,HARLEY ROUDA,0,0,0,0
Orange,51063,U.S. House,48,REP,DANA ROHRABACHER,0,0,0,0
Orange,51064,U.S. House,48,DEM,HARLEY ROUDA,2,2,0,0
Orange,51064,U.S. House,48,REP,DANA ROHRABACHER,0,0,0,0
Orange,51069,U.S. House,48,DEM,HARLEY ROUDA,214,141,5,68
Orange,51069,U.S. House,48,REP,DANA ROHRABACHER,130,60,4,66
Orange,51072,U.S. House,48,DEM,HARLEY ROUDA,0,0,0,0
Orange,51072,U.S. House,48,REP,DANA ROHRABACHER,0,0,0,0
Orange,51073,U.S. House,48,DEM,HARLEY ROUDA,0,0,0,0
Orange,51073,U.S. House,48,REP,DANA ROHRABACHER,0,0,0,0
Orange,51165,U.S. House,48,DEM,HARLEY ROUDA,0,0,0,0
Orange,51165,U.S. House,48,REP,DANA ROHRABACHER,0,0,0,0
Orange,51166,U.S. House,48,DEM,HARLEY ROUDA,0,0,0,0
Orange,51166,U.S. House,48,REP,DANA ROHRABACHER,0,0,0,0
Orange,51213,U.S. House,48,DEM,HARLEY ROUDA,0,0,0,0
Orange,51213,U.S. House,48,REP,DANA ROHRABACHER,0,0,0,0
Orange,51215,U.S. House,48,DEM,HARLEY ROUDA,0,0,0,0
Orange,51215,U.S. House,48,REP,DANA ROHRABACHER,0,0,0,0
Orange,52001,U.S. House,48,DEM,HARLEY ROUDA,570,362,39,169
Orange,52001,U.S. House,48,REP,DANA ROHRABACHER,202,154,17,31
Orange,52002,U.S. House,48,DEM,HARLEY ROUDA,269,163,6,100
Orange,52002,U.S. House,48,REP,DANA ROHRABACHER,118,67,3,48
Orange,52003,U.S. House,48,DEM,HARLEY ROUDA,514,340,21,153
Orange,52003,U.S. House,48,REP,DANA ROHRABACHER,312,186,15,111
Orange,52004,U.S. House,48,DEM,HARLEY ROUDA,445,312,12,121
Orange,52004,U.S. House,48,REP,DANA ROHRABACHER,413,269,5,139
Orange,52009,U.S. House,48,DEM,HARLEY ROUDA,551,350,30,171
Orange,52009,U.S. House,48,REP,DANA ROHRABACHER,432,279,13,140
Orange,52010,U.S. House,48,DEM,HARLEY ROUDA,499,289,19,191
Orange,52010,U.S. House,48,REP,DANA ROHRABACHER,208,123,4,81
Orange,52011,U.S. House,48,DEM,HARLEY ROUDA,840,525,37,278
Orange,52011,U.S. House,48,REP,DANA ROHRABACHER,689,407,15,267
Orange,52013,U.S. House,48,DEM,HARLEY ROUDA,0,0,0,0
Orange,52013,U.S. House,48,REP,DANA ROHRABACHER,0,0,0,0
Orange,52014,U.S. House,48,DEM,HARLEY ROUDA,0,0,0,0
Orange,52014,U.S. House,48,REP,DANA ROHRABACHER,0,0,0,0
Orange,52016,U.S. House,48,DEM,HARLEY ROUDA,340,202,32,106
Orange,52016,U.S. House,48,REP,DANA ROHRABACHER,75,42,6,27
Orange,52022,U.S. House,48,DEM,HARLEY ROUDA,585,395,17,173
Orange,52022,U.S. House,48,REP,DANA ROHRABACHER,394,269,7,118
Orange,52023,U.S. House,48,DEM,HARLEY ROUDA,1,0,1,0
Orange,52023,U.S. House,48,REP,DANA ROHRABACHER,0,0,0,0
Orange,52024,U.S. House,48,DEM,HARLEY ROUDA,375,237,14,124
Orange,52024,U.S. House,48,REP,DANA ROHRABACHER,273,182,9,82
Orange,52025,U.S. House,48,DEM,HARLEY ROUDA,133,77,7,49
Orange,52025,U.S. House,48,REP,DANA ROHRABACHER,44,27,0,17
Orange,52026,U.S. House,48,DEM,HARLEY ROUDA,160,92,4,64
Orange,52026,U.S. House,48,REP,DANA ROHRABACHER,78,46,4,28
Orange,52027,U.S. House,48,DEM,HARLEY ROUDA,19,18,1,0
Orange,52027,U.S. House,48,REP,DANA ROHRABACHER,20,20,0,0
Orange,52029,U.S. House,48,DEM,HARLEY ROUDA,33,30,0,3
Orange,52029,U.S. House,48,REP,DANA ROHRABACHER,30,25,3,2
Orange,52030,U.S. House,48,DEM,HARLEY ROUDA,0,0,0,0
Orange,52030,U.S. House,48,REP,DANA ROHRABACHER,0,0,0,0
Orange,52031,U.S. House,48,DEM,HARLEY ROUDA,635,412,27,196
Orange,52031,U.S. House,48,REP,DANA ROHRABACHER,328,193,4,131
Orange,52032,U.S. House,48,DEM,HARLEY ROUDA,820,535,43,242
Orange,52032,U.S. House,48,REP,DANA ROHRABACHER,335,219,15,101
Orange,52033,U.S. House,48,DEM,HARLEY ROUDA,188,125,11,52
Orange,52033,U.S. House,48,REP,DANA ROHRABACHER,106,70,6,30
Orange,52034,U.S. House,48,DEM,HARLEY ROUDA,727,462,40,225
Orange,52034,U.S. House,48,REP,DANA ROHRABACHER,488,287,28,173
Orange,52035,U.S. House,48,DEM,HARLEY ROUDA,572,324,31,217
Orange,52035,U.S. House,48,REP,DANA ROHRABACHER,480,281,2,197
Orange,52036,U.S. House,48,DEM,HARLEY ROUDA,0,0,0,0
Orange,52036,U.S. House,48,REP,DANA ROHRABACHER,0,0,0,0
Orange,52037,U.S. House,48,DEM,HARLEY ROUDA,804,507,38,259
Orange,52037,U.S. House,48,REP,DANA ROHRABACHER,578,373,11,194
Orange,52043,U.S. House,48,DEM,HARLEY ROUDA,487,284,20,183
Orange,52043,U.S. House,48,REP,DANA ROHRABACHER,263,154,3,106
Orange,52044,U.S. House,48,DEM,HARLEY ROUDA,482,357,22,103
Orange,52044,U.S. House,48,REP,DANA ROHRABACHER,315,225,7,83
Orange,52045,U.S. House,48,DEM,HARLEY ROUDA,641,409,27,205
Orange,52045,U.S. House,48,REP,DANA ROHRABACHER,436,286,11,139
Orange,52047,U.S. House,48,DEM,HARLEY ROUDA,28,26,1,1
Orange,52047,U.S. House,48,REP,DANA ROHRABACHER,18,18,0,0
Orange,52048,U.S. House,48,DEM,HARLEY ROUDA,69,68,1,0
Orange,52048,U.S. House,48,REP,DANA ROHRABACHER,55,53,0,2
Orange,52049,U.S. House,48,DEM,HARLEY ROUDA,22,22,0,0
Orange,52049,U.S. House,48,REP,DANA ROHRABACHER,15,14,0,1
Orange,52051,U.S. House,48,DEM,HARLEY ROUDA,327,227,14,86
Orange,52051,U.S. House,48,REP,DANA ROHRABACHER,316,204,2,110
Orange,52052,U.S. House,48,DEM,HARLEY ROUDA,128,74,7,47
Orange,52052,U.S. House,48,REP,DANA ROHRABACHER,98,53,6,39
Orange,52053,U.S. House,48,DEM,HARLEY ROUDA,767,491,31,245
Orange,52053,U.S. House,48,REP,DANA ROHRABACHER,724,488,19,217
Orange,52057,U.S. House,48,DEM,HARLEY ROUDA,65,54,4,7
Orange,52057,U.S. House,48,REP,DANA ROHRABACHER,13,11,1,1
Orange,52059,U.S. House,48,DEM,HARLEY ROUDA,476,264,16,196
Orange,52059,U.S. House,48,REP,DANA ROHRABACHER,329,170,12,147
Orange,52131,U.S. House,48,DEM,HARLEY ROUDA,835,571,24,240
Orange,52131,U.S. House,48,REP,DANA ROHRABACHER,716,460,13,243
Orange,52167,U.S. House,48,DEM,HARLEY ROUDA,706,475,18,213
Orange,52167,U.S. House,48,REP,DANA ROHRABACHER,531,341,6,184
Orange,52180,U.S. House,48,DEM,HARLEY ROUDA,88,80,4,4
Orange,52180,U.S. House,48,REP,DANA ROHRABACHER,26,24,2,0
Orange,52184,U.S. House,48,DEM,HARLEY ROUDA,649,425,34,190
Orange,52184,U.S. House,48,REP,DANA ROHRABACHER,564,352,15,197
Orange,52186,U.S. House,48,DEM,HARLEY ROUDA,826,514,39,273
Orange,52186,U.S. House,48,REP,DANA ROHRABACHER,562,349,14,199
Orange,52194,U.S. House,48,DEM,HARLEY ROUDA,95,48,6,41
Orange,52194,U.S. House,48,REP,DANA ROHRABACHER,51,29,0,22
Orange,52197,U.S. House,48,DEM,HARLEY ROUDA,888,577,101,210
Orange,52197,U.S. House,48,REP,DANA ROHRABACHER,532,376,38,118
Orange,52198,U.S. House,48,DEM,HARLEY ROUDA,0,0,0,0
Orange,52198,U.S. House,48,REP,DANA ROHRABACHER,0,0,0,0
Orange,52200,U.S. House,48,DEM,HARLEY ROUDA,876,595,58,223
Orange,52200,U.S. House,48,REP,DANA ROHRABACHER,503,337,17,149
Orange,52202,U.S. House,48,DEM,HARLEY ROUDA,0,0,0,0
Orange,52202,U.S. House,48,REP,DANA ROHRABACHER,2,2,0,0
Orange,52204,U.S. House,48,DEM,HARLEY ROUDA,0,0,0,0
Orange,52204,U.S. House,48,REP,DANA ROHRABACHER,0,0,0,0
Orange,52205,U.S. House,48,DEM,HARLEY ROUDA,0,0,0,0
Orange,52205,U.S. House,48,REP,DANA ROHRABACHER,0,0,0,0
Orange,52210,U.S. House,48,DEM,HARLEY ROUDA,578,320,16,242
Orange,52210,U.S. House,48,REP,DANA ROHRABACHER,194,124,5,65
Orange,52211,U.S. House,48,DEM,HARLEY ROUDA,144,90,2,52
Orange,52211,U.S. House,48,REP,DANA ROHRABACHER,24,15,2,7
Orange,52212,U.S. House,48,DEM,HARLEY ROUDA,200,124,7,69
Orange,52212,U.S. House,48,REP,DANA ROHRABACHER,42,23,1,18
Orange,52213,U.S. House,48,DEM,HARLEY ROUDA,443,260,17,166
Orange,52213,U.S. House,48,REP,DANA ROHRABACHER,329,195,3,131
Orange,52224,U.S. House,48,DEM,HARLEY ROUDA,499,312,13,174
Orange,52224,U.S. House,48,REP,DANA ROHRABACHER,178,95,4,79
Orange,52231,U.S. House,48,DEM,HARLEY ROUDA,0,0,0,0
Orange,52231,U.S. House,48,REP,DANA ROHRABACHER,1,1,0,0
Orange,52233,U.S. House,48,DEM,HARLEY ROUDA,1,0,1,0
Orange,52233,U.S. House,48,REP,DANA ROHRABACHER,0,0,0,0
Orange,52234,U.S. House,48,DEM,HARLEY ROUDA,60,57,2,1
Orange,52234,U.S. House,48,REP,DANA ROHRABACHER,36,31,2,3
Orange,52235,U.S. House,48,DEM,HARLEY ROUDA,1,1,0,0
Orange,52235,U.S. House,48,REP,DANA ROHRABACHER,1,1,0,0
Orange,52236,U.S. House,48,DEM,HARLEY ROUDA,0,0,0,0
Orange,52236,U.S. House,48,REP,DANA ROHRABACHER,0,0,0,0
Orange,52237,U.S. House,48,DEM,HARLEY ROUDA,136,60,4,72
Orange,52237,U.S. House,48,REP,DANA ROHRABACHER,50,29,1,20
Orange,52701,U.S. House,48,DEM,HARLEY ROUDA,366,232,20,114
Orange,52701,U.S. House,48,REP,DANA ROHRABACHER,97,57,3,37
Orange,52702,U.S. House,48,DEM,HARLEY ROUDA,652,460,26,166
Orange,52702,U.S. House,48,REP,DANA ROHRABACHER,861,588,13,260
Orange,52703,U.S. House,48,DEM,HARLEY ROUDA,630,394,17,219
Orange,52703,U.S. House,48,REP,DANA ROHRABACHER,441,258,18,165
Orange,53055,U.S. House,48,DEM,HARLEY ROUDA,10,10,0,0
Orange,53055,U.S. House,48,REP,DANA ROHRABACHER,21,20,1,0
Orange,53056,U.S. House,48,DEM,HARLEY ROUDA,2,2,0,0
Orange,53056,U.S. House,48,REP,DANA ROHRABACHER,1,1,0,0
Orange,53058,U.S. House,48,DEM,HARLEY ROUDA,0,0,0,0
Orange,53058,U.S. House,48,REP,DANA ROHRABACHER,0,0,0,0
Orange,53059,U.S. House,48,DEM,HARLEY ROUDA,481,351,9,121
Orange,53059,U.S. House,48,REP,DANA ROHRABACHER,531,381,7,143
Orange,53062,U.S. House,48,DEM,HARLEY ROUDA,884,563,13,308
Orange,53062,U.S. House,48,REP,DANA ROHRABACHER,1071,661,10,400
Orange,53064,U.S. House,48,DEM,HARLEY ROUDA,481,361,10,110
Orange,53064,U.S. House,48,REP,DANA ROHRABACHER,569,380,3,186
Orange,53065,U.S. House,48,DEM,HARLEY ROUDA,33,32,1,0
Orange,53065,U.S. House,48,REP,DANA ROHRABACHER,27,26,0,1
Orange,53066,U.S. House,48,DEM,HARLEY ROUDA,246,183,6,57
Orange,53066,U.S. House,48,REP,DANA ROHRABACHER,193,121,10,62
Orange,53068,U.S. House,48,DEM,HARLEY ROUDA,239,195,1,43
Orange,53068,U.S. House,48,REP,DANA ROHRABACHER,333,270,3,60
Orange,53069,U.S. House,48,DEM,HARLEY ROUDA,414,307,17,90
Orange,53069,U.S. House,48,REP,DANA ROHRABACHER,636,478,8,150
Orange,53071,U.S. House,48,DEM,HARLEY ROUDA,161,105,7,49
Orange,53071,U.S. House,48,REP,DANA ROHRABACHER,148,94,6,48
Orange,53073,U.S. House,48,DEM,HARLEY ROUDA,589,387,11,191
Orange,53073,U.S. House,48,REP,DANA ROHRABACHER,757,483,13,261
Orange,53074,U.S. House,48,DEM,HARLEY ROUDA,292,206,8,78
Orange,53074,U.S. House,48,REP,DANA ROHRABACHER,273,170,3,100
Orange,53075,U.S. House,48,DEM,HARLEY ROUDA,353,247,3,103
Orange,53075,U.S. House,48,REP,DANA ROHRABACHER,686,443,8,235
Orange,53080,U.S. House,48,DEM,HARLEY ROUDA,54,38,0,16
Orange,53080,U.S. House,48,REP,DANA ROHRABACHER,154,85,0,69
Orange,53081,U.S. House,48,DEM,HARLEY ROUDA,334,221,8,105
Orange,53081,U.S. House,48,REP,DANA ROHRABACHER,321,195,4,122
Orange,53082,U.S. House,48,DEM,HARLEY ROUDA,565,392,12,161
Orange,53082,U.S. House,48,REP,DANA ROHRABACHER,852,557,16,279
Orange,53083,U.S. House,48,DEM,HARLEY ROUDA,649,414,16,219
Orange,53083,U.S. House,48,REP,DANA ROHRABACHER,919,619,10,290
Orange,53084,U.S. House,48,DEM,HARLEY ROUDA,681,503,24,154
Orange,53084,U.S. House,48,REP,DANA ROHRABACHER,732,540,4,188
Orange,53085,U.S. House,48,DEM,HARLEY ROUDA,312,226,4,82
Orange,53085,U.S. House,48,REP,DANA ROHRABACHER,568,395,7,166
Orange,53087,U.S. House,48,DEM,HARLEY ROUDA,0,0,0,0
Orange,53087,U.S. House,48,REP,DANA ROHRABACHER,0,0,0,0
Orange,53090,U.S. House,48,DEM,HARLEY ROUDA,121,78,2,41
Orange,53090,U.S. House,48,REP,DANA ROHRABACHER,103,52,6,45
Orange,53091,U.S. House,48,DEM,HARLEY ROUDA,465,328,15,122
Orange,53091,U.S. House,48,REP,DANA ROHRABACHER,600,428,4,168
Orange,53097,U.S. House,48,DEM,HARLEY ROUDA,420,254,11,155
Orange,53097,U.S. House,48,REP,DANA ROHRABACHER,419,246,6,167
Orange,53098,U.S. House,48,DEM,HARLEY ROUDA,289,197,7,85
Orange,53098,U.S. House,48,REP,DANA ROHRABACHER,402,281,7,114
Orange,53100,U.S. House,48,DEM,HARLEY ROUDA,453,287,12,154
Orange,53100,U.S. House,48,REP,DANA ROHRABACHER,457,289,4,164
Orange,53107,U.S. House,48,DEM,HARLEY ROUDA,0,0,0,0
Orange,53107,U.S. House,48,REP,DANA ROHRABACHER,0,0,0,0
Orange,53140,U.S. House,48,DEM,HARLEY ROUDA,0,0,0,0
Orange,53140,U.S. House,48,REP,DANA ROHRABACHER,0,0,0,0
Orange,53142,U.S. House,48,DEM,HARLEY ROUDA,365,264,3,98
Orange,53142,U.S. House,48,REP,DANA ROHRABACHER,404,309,5,90
Orange,53143,U.S. House,48,DEM,HARLEY ROUDA,1,0,0,1
Orange,53143,U.S. House,48,REP,DANA ROHRABACHER,2,2,0,0
Orange,53145,U.S. House,48,DEM,HARLEY ROUDA,349,251,8,90
Orange,53145,U.S. House,48,REP,DANA ROHRABACHER,311,211,4,96
Orange,53146,U.S. House,48,DEM,HARLEY ROUDA,615,445,14,156
Orange,53146,U.S. House,48,REP,DANA ROHRABACHER,593,411,6,176
Orange,53148,U.S. House,48,DEM,HARLEY ROUDA,535,388,8,139
Orange,53148,U.S. House,48,REP,DANA ROHRABACHER,568,389,10,169
Orange,53152,U.S. House,48,DEM,HARLEY ROUDA,0,0,0,0
Orange,53152,U.S. House,48,REP,DANA ROHRABACHER,0,0,0,0
Orange,53153,U.S. House,48,DEM,HARLEY ROUDA,0,0,0,0
Orange,53153,U.S. House,48,REP,DANA ROHRABACHER,2,1,0,1
Orange,53154,U.S. House,48,DEM,HARLEY ROUDA,554,427,17,110
Orange,53154,U.S. House,48,REP,DANA ROHRABACHER,998,792,11,195
Orange,53155,U.S. House,48,DEM,HARLEY ROUDA,115,88,0,27
Orange,53155,U.S. House,48,REP,DANA ROHRABACHER,136,106,3,27
Orange,53158,U.S. House,48,DEM,HARLEY ROUDA,56,47,6,3
Orange,53158,U.S. House,48,REP,DANA ROHRABACHER,60,57,1,2
Orange,53159,U.S. House,48,DEM,HARLEY ROUDA,2,2,0,0
Orange,53159,U.S. House,48,REP,DANA ROHRABACHER,0,0,0,0
Orange,53160,U.S. House,48,DEM,HARLEY ROUDA,235,154,8,73
Orange,53160,U.S. House,48,REP,DANA ROHRABACHER,283,201,5,77
Orange,53162,U.S. House,48,DEM,HARLEY ROUDA,81,76,3,2
Orange,53162,U.S. House,48,REP,DANA ROHRABACHER,65,59,1,5
Orange,53164,U.S. House,48,DEM,HARLEY ROUDA,0,0,0,0
Orange,53164,U.S. House,48,REP,DANA ROHRABACHER,0,0,0,0
Orange,53165,U.S. House,48,DEM,HARLEY ROUDA,0,0,0,0
Orange,53165,U.S. House,48,REP,DANA ROHRABACHER,0,0,0,0
Orange,53166,U.S. House,48,DEM,HARLEY ROUDA,0,0,0,0
Orange,53166,U.S. House,48,REP,DANA ROHRABACHER,0,0,0,0
Orange,53167,U.S. House,48,DEM,HARLEY ROUDA,0,0,0,0
Orange,53167,U.S. House,48,REP,DANA ROHRABACHER,0,0,0,0
Orange,53168,U.S. House,48,DEM,HARLEY ROUDA,0,0,0,0
Orange,53168,U.S. House,48,REP,DANA ROHRABACHER,0,0,0,0
Orange,53169,U.S. House,48,DEM,HARLEY ROUDA,0,0,0,0
Orange,53169,U.S. House,48,REP,DANA ROHRABACHER,0,0,0,0
Orange,53170,U.S. House,48,DEM,HARLEY ROUDA,14,13,0,1
Orange,53170,U.S. House,48,REP,DANA ROHRABACHER,34,31,0,3
Orange,53305,U.S. House,48,DEM,HARLEY ROUDA,405,293,6,106
Orange,53305,U.S. House,48,REP,DANA ROHRABACHER,551,396,7,148
Orange,53308,U.S. House,48,DEM,HARLEY ROUDA,329,245,7,77
Orange,53308,U.S. House,48,REP,DANA ROHRABACHER,432,306,7,119
Orange,53313,U.S. House,48,DEM,HARLEY ROUDA,0,0,0,0
Orange,53313,U.S. House,48,REP,DANA ROHRABACHER,0,0,0,0
Orange,53343,U.S. House,48,DEM,HARLEY ROUDA,0,0,0,0
Orange,53343,U.S. House,48,REP,DANA ROHRABACHER,0,0,0,0
Orange,53345,U.S. House,48,DEM,HARLEY ROUDA,0,0,0,0
Orange,53345,U.S. House,48,REP,DANA ROHRABACHER,0,0,0,0
Orange,53346,U.S. House,48,DEM,HARLEY ROUDA,0,0,0,0
Orange,53346,U.S. House,48,REP,DANA ROHRABACHER,1,1,0,0
Orange,53347,U.S. House,48,DEM,HARLEY ROUDA,67,64,1,2
Orange,53347,U.S. House,48,REP,DANA ROHRABACHER,50,48,0,2
Orange,53348,U.S. House,48,DEM,HARLEY ROUDA,106,97,4,5
Orange,53348,U.S. House,48,REP,DANA ROHRABACHER,99,94,0,5
Orange,53349,U.S. House,48,DEM,HARLEY ROUDA,0,0,0,0
Orange,53349,U.S. House,48,REP,DANA ROHRABACHER,1,1,0,0
Orange,53350,U.S. House,48,DEM,HARLEY ROUDA,546,418,7,121
Orange,53350,U.S. House,48,REP,DANA ROHRABACHER,748,551,3,194
Orange,53353,U.S. House,48,DEM,HARLEY ROUDA,437,319,5,113
Orange,53353,U.S. House,48,REP,DANA ROHRABACHER,511,368,3,140
Orange,53363,U.S. House,48,DEM,HARLEY ROUDA,54,53,1,0
Orange,53363,U.S. House,48,REP,DANA ROHRABACHER,74,70,1,3
Orange,53366,U.S. House,48,DEM,HARLEY ROUDA,462,300,7,155
Orange,53366,U.S. House,48,REP,DANA ROHRABACHER,354,215,5,134
Orange,53373,U.S. House,48,DEM,HARLEY ROUDA,1,1,0,0
Orange,53373,U.S. House,48,REP,DANA ROHRABACHER,2,1,0,1
Orange,53375,U.S. House,48,DEM,HARLEY ROUDA,146,93,2,51
Orange,53375,U.S. House,48,REP,DANA ROHRABACHER,125,66,4,55
Orange,53376,U.S. House,48,DEM,HARLEY ROUDA,91,64,4,23
Orange,53376,U.S. House,48,REP,DANA ROHRABACHER,75,63,3,9
Orange,53380,U.S. House,48,DEM,HARLEY ROUDA,806,549,21,236
